cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,cds coordinator contact for data updates,charter funding type,charter number,chief business official,educational program type,fax number,federal charter district id,high grade,last updated,low grade,magnet,mailing address,multilingual instruction,nces_federal school id,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address,year round
17640550129601,Lake,Middletown Unified,California Online Public Schools North Bay,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=17640550129601,superintendent@californiaops.org,Dr. Richard Savage Superintendent (800) 906-5166 superintendent@californiaops.org,17 64055 0129601,Janel Woodruff (707) 987-1410 Request Data Update(s),Directly funded,1653,LaChelle Carter Director of Finance (800) 906-5166 lcarter@californiaops.org,Traditional,(559) 746-0497,0602127,12,"May 23, 2025",K,No,"580 N. Wilma, Ste. G Ripon, CA 95366",No,13769,"September 2, 2014",(800) 906-5166,Yes,"20932 Big Canyon Rd. Middletown, CA 95461-7721 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,www.californiaops.org Link opens new browser tab,No
17640550108340,Lake,Middletown Unified,Lake County International Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=17640550108340,gwendolyn@lcics.org,Ms. Gwendolyn Maupin-Ahern Director (707) 987-3063 gwendolyn@lcics.org,17 64055 0108340,Janel Woodruff (707) 987-1410 Request Data Update(s),Directly funded,0681,Gwendolyn Maupin-Ahern Director (707) 987-3063 gwendolyn@lcics.org,Traditional,(707) 987-8314,0601559,8,"May 23, 2025",K,No,"PO Box 984 Middletown, CA 95461",No,10819,"September 6, 2005",(707) 987-3063,Yes,"15850 Armstrong St. Middletown, CA 95461 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.lcics.org Link opens new browser tab,No
18750366010763,Lassen,Fort Sage Unified,Long Valley,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=18750366010763,smorgan@longvalleycs.org,Mrs. Sherri Morgan Executive Director/Superintendent (530) 827-2395 smorgan@longvalleycs.org,18 75036 6010763,Heather Von Ins (530) 827-3902 Request Data Update(s),Directly funded,2067,Sherri Morgan Executive Director / Superintendent (530) 827-2395 smorgan@longvalleycs.org,Traditional,(530) 827-3562,0602296,12,"May 23, 2025",K,No,"PO Box 7 Doyle, CA 96109-0007",No,09067,"July 1, 1980",(530) 827-2395,Yes,"436-965 Susan Dr. Doyle, CA 96109-0007 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.longvalleycs.org Link opens new browser tab,Yes
18750360121657,Lassen,Fort Sage Unified,Mt. Lassen Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=18750360121657,nklein@fortsage.org,Mrs. Nichole Klein Interim Director (530) 251-1600 nklein@fortsage.org,18 75036 0121657,Heather Von Ins (530) 827-3902 Request Data Update(s),Locally funded,1185,Heather Von Ins Business Manager (530) 827-3902 hvonins@fortsage.org,Traditional,(530) 827-3239,,12,"August 19, 2025",K,No,"PO Box 35 Herlong, CA 96113-0035",No,12763,"November 15, 2010",(530) 827-2129,Yes,"100 David S Hall St. Herlong, CA 96113 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,http://fortsage.org Link opens new browser tab,No
18641960135756,Lassen,Susanville Elementary,Thompson Peak Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=18641960135756,smorgan@longvalleycs.org,Sherri Morgan Executive Director/Superintendent (530) 827-3966 smorgan@longvalleycs.org,18 64196 0135756,Michelle Brown (530) 257-8200 Request Data Update(s),Directly funded,2066,Sherri Morgan Executive Director/Superintendent (530) 827-3966 smorgan@longvalleycs.org,Traditional,(530) 257-7302,0601840,12,"May 23, 2025",K,No,"995 Paiute Ln. Susanville, CA 96130",No,14096,"August 21, 2017",(530) 257-7300,Yes,"995 Paiute Ln. Susanville, CA 96130-4327 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,http://longvalleycs.org Link opens new browser tab,Yes
19753090127100,Los Angeles,Acton-Agua Dulce Unified,Assurance Learning Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090127100,principal@assurancelearning.org,Victor Nardiello Area Superintendent (661) 272-1225 principal@assurancelearning.org,19 75309 0127100,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1458,Aracely Mayoral CBO (661) 272-1225 cbo@assurancelearning.org,Traditional,(661) 269-0849,0602437,12,"May 23, 2025",8,No,"43145 Business Center, Ste. 102-103 Lancaster, CA 93535-4564",No,13121,"July 1, 2012",(661) 272-1225,Yes,"43145 Business Center, Ste. 102-103 Lancaster, CA 93535-4564 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,http://assurancelearning.org/ Link opens new browser tab,Yes
19753090132654,Los Angeles,Acton-Agua Dulce Unified,California Pacific Charter- Los Angeles,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090132654,cfeher@cal-pacs.org,Christine Feher Superintendent (714) 348-0418 cfeher@cal-pacs.org,19 75309 0132654,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1751,Shannon Green Director of Fiscal Services (916) 474-0614 sgreen@cal-pacs.org,Traditional,(888) 769-1750,0602354,12,"May 23, 2025",K,No,"940 South Coast Dr. #185 Costa Mesa, CA 92626-7735",No,13904,"August 14, 2015",(855) 225-7227,Yes,"940 South Coast Dr. #185 Costa Mesa, CA 92626-7735 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,www.cal-pacs.org Link opens new browser tab,No
19753090135145,Los Angeles,Acton-Agua Dulce Unified,Compass Charter Schools of Los Angeles,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090135145,info@compasscharters.org,Mrs. Elizabeth Brenner Superintendent and CEO (818) 824-6233 ebrenner@compasscharters.org,19 75309 0135145,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1651,Danielle Gamez Chief Operations Officer (805) 364-9372 dgamez@compasscharters.org,Traditional,(805) 590-7077,0601790,12,"May 23, 2025",K,No,"850 Hampshire Rd., Ste. R Thousand Oaks, CA 91361-6004",No,14045,"July 1, 2016",(855) 937-4227,Yes,"850 Hampshire Rd., Ste. R Thousand Oaks, CA 91361-6004 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,www.compasscharters.org Link opens new browser tab,No
19753090134619,Los Angeles,Acton-Agua Dulce Unified,Empower Generations,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090134619,info@empowergenerations.org,Sajae Davison Director (818) 675-7500 director@empowergenerations.org,19 75309 0134619,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1836,Kelly O'Brien CBO (617) 780-2831 director@empowergenerations.org,Traditional,(800) 925-0397,0601947,12,"May 23, 2025",9,No,"44236 10th St. W. Ste. 105 Lancaster, CA 93534-4134",No,14042,"August 1, 2016",(661) 429-3264,Yes,"44236 10th St. W. Ste. 105 Lancaster, CA 93534-4134 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Primarily Virtual,www.empowergenerations.org Link opens new browser tab,No
19753090138297,Los Angeles,Acton-Agua Dulce Unified,iLead Agua Dulce,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090138297,info@ileadaguadulce.org,Wendy Maxwell Director (818) 512-3236 director@ileadaguadulce.org,19 75309 0138297,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,2003,Kelly O'Brien Director of Finance and Compliance (617) 780-2831 kelly.obrien@ileadcalifornia.org,Traditional,(661) 268-6393,0602174,12,"May 23, 2025",K,No,"11311 Frascati St. Agua Dulce, CA 91390-4840",No,14324,"July 1, 2018",(661) 268-6386,Yes,"11311 Frascati St. Agua Dulce, CA 91390-4840 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.ileadaguadulce.org Link opens new browser tab,No
19753090131987,Los Angeles,Acton-Agua Dulce Unified,iLEAD Hybrid,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090131987,info@ileadhybrid.org,Amanda Fischer Executive Director (661) 904-2481 director@ileadhybrid.org,19 75309 0131987,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1699,Kelly Friscia O'Brien Director of Finance (617) 780-2831 kelly.obrien@ileadschools.org,Traditional,Information Not Available,0602482,12,"May 23, 2025",K,No,"3720 Sierra Hwy. Ste. A Acton, CA 93510-0500",No,13859,"August 25, 2015",(661) 434-1755,Yes,"3720 Sierra Hwy. Ste. A Acton, CA 93510-0500 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,http://ileadhybrid.org/ Link opens new browser tab,No
19753090136531,Los Angeles,Acton-Agua Dulce Unified,iLEAD Online Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090136531,online.classes@ileadschools.org,Kate Wolfe Director (661) 441-6636 director@ileadonline.org,19 75309 0136531,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1902,Kelly O'Brien Director of Finance and Compliance (617) 780-2831 kelly.obrien@ileadschools.org,Traditional,(661) 414-8630,0601806,12,"May 23, 2025",K,No,"3720 Sierra Hwy. Ste. A Acton, CA 93510-0500",No,14203,"August 22, 2017",(661) 644-8701,Yes,"3720 Sierra Hwy. Ste. A Acton, CA 93510-0500 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,http://ileadonline.org/ Link opens new browser tab,Yes
19753090137703,Los Angeles,Acton-Agua Dulce Unified,"Method Schools, LA",K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090137703,jfernandez@methodschools.org,Jessica Venezia CEO/Co-Founder (951) 461-4620 jessica@methodschools.org,19 75309 0137703,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1697,Mark Holley CBO/Co-Founder (951) 319-1198 mark@methodschools.org,Traditional,(760) 560-1605,0602150,12,"May 23, 2025",K,No,"27232 Via Industria Temecula, CA 92590-3751",No,14259,"July 1, 2018",(951) 461-4620,Yes,"27232 Via Industria Temecula, CA 92590-3751 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,www.methodschools.org Link opens new browser tab,Yes
19753090137786,Los Angeles,Acton-Agua Dulce Unified,Mission Academy,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090137786,principal@missionacademyhs.org,Lindsay Reese Area Superintendent (844) 788-3965 principal@missionacademyhs.org,19 75309 0137786,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1972,Claudio Wohl CBO (844) 788-3965 cbo@missionacademyhs.org,Traditional,(818) 485-2245,0601746,12,"May 23, 2025",6,No,"43141 Business Center Pkwy Ste. 102 Lancaster, CA 93535-4532",No,14230,"July 1, 2018",(844) 788-3965,Yes,"43141 Business Center Pkwy Ste. 102 Lancaster, CA 93535-4532 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Exclusively Virtual,http://missionacademy.elev8schools.org Link opens new browser tab,Yes
19753090136648,Los Angeles,Acton-Agua Dulce Unified,Options for Youth-Acton,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090136648,ofyactonleadership@ofy.org,Ileana Kiriakos Superintendent (909) 531-3015 ileana@ofy.org,19 75309 0136648,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1911,Andy Tsai Assistant Superintendent (626) 590-8573 andy@ofy.org,Traditional,(626) 960-4153,0601500,12,"July 10, 2025",7,No,"16023 Arrow Highway, Ste. C Irwindale, CA 91706",No,14202,"August 25, 2017",(909) 429-0482,Yes,"17216 Slover Ave., Ste. L-102 Fontana, CA 92337-7580 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,http://ofy.org/ Link opens new browser tab,Yes
19753090131383,Los Angeles,Acton-Agua Dulce Unified,SIATech Academy South,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090131383,stacey.wilkins@siatech.org,Stacey Wilkins Superintendent/CEO (760) 945-1227 stacey.wilkins@siatech.org,19 75309 0131383,Nesha Pattison (661) 269-9827 Request Data Update(s),Directly funded,1700,Tracy Brown Finance Manager (760) 945-1227 tracy.brown@siatech.org,Traditional,(760) 631-3401,0601681,12,"May 23, 2025",10,No,"255 S. Mednik Ave. Los Angeles, CA 90022-1607",No,13829,"August 25, 2014",(760) 945-1227,Yes,"255 S. Mednik Ave. Los Angeles, CA 90022-1607 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Exclusively Virtual,www.siatech.org Link opens new browser tab,Yes
19642460126003,Los Angeles,Antelope Valley Union High,Academies of the Antelope Valley,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642460126003,aglatfelter@avhsd.org,Andy Glatfelter Principal (661) 943-2091 aglatfelter@avhsd.org,19 64246 0126003,Kevin Vensko (661) 948-7655 Ext. 2304 Request Data Update(s),Locally funded,1415,Kevin Vensko Assistant Supt Business Svcs (661) 948-7655 Ext. 2304 kvensko@avhsd.org,Traditional,(661) 943-5730,,12,"May 23, 2025",6,No,"6300 West Avenue L Quartz Hill, CA 93536-4540",No,13154,"August 13, 2012",(661) 943-3031,Yes,"6300 West Avenue L Quartz Hill, CA 93536-4540 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.academyprepjuniorhigh.org Link opens new browser tab,No
19642461996537,Los Angeles,Antelope Valley Union High,Desert Sands Charter,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642461996537,principal@dschs.org,Victor Nardiello Area Superintendent (661) 942-3357 principal@dschs.org,19 64246 1996537,Kevin Vensko (661) 948-7655 Ext. 2304 Request Data Update(s),Directly funded,0411,Claudio Wohl CBO (661) 272-1225 cbo@dschs.org,Traditional,(661) 942-3851,0601784,12,"May 23, 2025",8,No,"177 Holston Dr. Lancaster, CA 93535",No,08714,"September 4, 2001",(661) 942-3357,Yes,"44130 20th St. West Lancaster, CA 93534-4045 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.dschs.org Link opens new browser tab,Yes
19642871996479,Los Angeles,Baldwin Park Unified,Opportunities for Learning - Baldwin Park,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642871996479,oflbpleadership@oflschools.org,Ileana Kiriakos Superintendent (909) 531-3015 ileana@ofy.org,19 64287 1996479,Angelica Calderon (626) 856-4207 Request Data Update(s),Directly funded,0402,Andy Tsai Assistant Superintendent of Business Operations (626) 590-8573 andy@ofy.org,Traditional,(626) 628-3320,0601733,12,"July 15, 2025",7,No,"16023 Arrow Highway Ste. C Irwindale, CA 91706",No,08715,"July 1, 2001",(626) 814-0161,Yes,"12731 Ramona Blvd., Ste. 201 Irwindale, CA 91706-3670 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Primarily Virtual,http://oflschools.org Link opens new browser tab,Yes
19643520128488,Los Angeles,Centinela Valley Union High,Family First Charter,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19643520128488,pguzman@newopps.org,Paul Guzman Executive Director (310) 946-0379 pguzman@newopps.org,19 64352 0128488,Pamela Brown (310) 263-3210 Request Data Update(s),Directly funded,1558,Paul Guzman Executive Director (310) 946-0379 pguzman@newopps.org,Traditional,(310) 776-6479,0601605,12,"May 23, 2025",9,No,"12500 Ramona Ave. Hawthorne, CA 90250-4330",No,13705,"July 1, 2013",(310) 946-0379,Yes,"12500 Ramona Ave. Hawthorne, CA 90250-4330 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,Information Not Available,No
19643520128496,Los Angeles,Centinela Valley Union High,New Opportunities Charter,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19643520128496,pguzman@newopps.org,Paul Guzman Executive Director (310) 946-0379 pguzman@newopps.org,19 64352 0128496,Pamela Brown (310) 263-3210 Request Data Update(s),Directly funded,1557,Paul Guzman Executive Director (310) 946-0379 pguzman@newopps.org,Traditional,(310) 870-3991,0602195,12,"May 23, 2025",9,No,"110 South La Brea Ave. Ste. 305A Inglewood, CA 90301-1768",No,13732,"July 1, 2013",(310) 946-0379,Yes,"110 South La Brea Ave. Ste. 305A Inglewood, CA 90301-1768 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,Information Not Available,No
19734370137984,Los Angeles,Compton Unified,Animo Compton Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734370137984,cmp.cde@greendot.org,Kristina Brubaker Principal (323) 565-1600 cmp.cde@greendot.org,19 73437 0137984,Cristian Herrera (310) 639-4321 Ext. 55067 Request Data Update(s),Directly funded,1990,Michael Lopez Chief Financial Official (323) 565-1600 cmp.cde@greendot.org,Traditional,(323) 565-1610,0602187,12,"May 23, 2025",6,No,"1149 South Hill St. Ste. 600 Los Angeles, CA 90015",No,14269,"August 8, 2018",(323) 565-1600,Yes,"13305 South San Pedro St. Los Angeles, CA 90061-2254 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,http://greendot.org Link opens new browser tab,Yes
19734370118760,Los Angeles,Compton Unified,Barack Obama Charter,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734370118760,superintendent@ingeniumschools.org,William Toomey Superintendent (888) 660-6736 wtoomey@ingeniumschools.org,19 73437 0118760,Cristian Herrera (310) 639-4321 Ext. 55067 Request Data Update(s),Directly funded,1062,William Toomey Superintendent (888) 660-6736 wtoomey@ingeniumschools.org,Traditional,(323) 538-0485,0602018,5,"May 23, 2025",P,No,"13305 South San Pedro St. Los Angeles, CA 90061-2254",No,12404,"September 8, 2009",(323) 566-4590,Yes,"13305 South San Pedro St. Los Angeles, CA 90061-2254 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.barackobamacharter.org Link opens new browser tab,No
19734370134338,Los Angeles,Compton Unified,ISANA Achernar Academy,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734370134338,nshaiq@isanaacademies.org,Jenny Kim Principal jkim@isanaacademies.org,19 73437 0134338,Cristian Herrera (310) 639-4321 Ext. 55067 Request Data Update(s),Directly funded,1827,John Vargas Chief Financial Officer (323) 291-1211 jvargas@isanaacademies.org,Traditional,(213) 290-9845,0601777,8,"May 23, 2025",K,No,"3580 Wilshire Blvd. Ste. 1130 Los Angeles, CA 90010",No,12925,"August 16, 2016",(310) 764-1234,Yes,"310 East El Segundo Blvd. Compton, CA 90222-2315 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,http://isanaacademies.org/ Link opens new browser tab,No
19734370137893,Los Angeles,Compton Unified,KIPP Compton Community,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734370137893,cgaston@kippsocal.org,Christine Gaston School Leader (323) 351-5955 cgaston@kippsocal.org,19 73437 0137893,Cristian Herrera (310) 639-4321 Ext. 55067 Request Data Update(s),Directly funded,1996,Kyle Salyer Chief Financial Officer (323) 326-8688 ksalyer@kippsocal.org,Traditional,(323) 607-8812,0601696,8,"May 23, 2025",K,No,"1650 West 134th St. Compton, CA 90222-1624",No,14242,"August 16, 2018",(323) 607-8811,Yes,"1650 West 134th St. Compton, CA 90222-1624 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.kippla.org/compton Link opens new browser tab,No
19734370115725,Los Angeles,Compton Unified,Lifeline Education Charter,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734370115725,t.cortez@lifelinecharterschool.com,Obed Nartey Principal (310) 605-2510 o.nartey@lifelinecharterschool.com,19 73437 0115725,Cristian Herrera (310) 639-4321 Ext. 55067 Request Data Update(s),Directly funded,0963,Tinia Cortez CBO (310) 502-0414 t.cortez@lifelinecharterschool.com,Traditional,(310) 885-1845,0601683,12,"May 23, 2025",P,No,"225 South Santa Fe Ave. Compton, CA 90221-3240",No,12119,"September 27, 2007",(310) 885-1872,Yes,"225 South Santa Fe Ave. Compton, CA 90221-3240 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.lifelinecharterschool.com Link opens new browser tab,No
19734370132845,Los Angeles,Compton Unified,Today's Fresh Start-Compton,Elementary Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734370132845,drjeanetteparker@todaysfreshstart.org,Dr. Jeanette Parker Administrator (323) 293-9823 drjeanetteparker@todaysfreshstart.org,19 73437 0132845,Cristian Herrera (310) 639-4321 Ext. 55067 Request Data Update(s),Directly funded,1772,Jeannette Parker Superintendent (323) 293-9826 drjeanetteparker@todaysfreshstart.org,Traditional,(323) 293-0266,0601952,8,"May 23, 2025",K,No,"4514 Crenshaw Blvd. Los Angeles, CA 90043",No,11336,"September 8, 2015",(323) 293-9826,Yes,"4476 Crenshaw Blvd. Los Angeles, CA 90043-1208 Google Map Link opens new browser tab",Elementary Schools (Public),Link to School Profile,Not Virtual,www.todaysfreshstartcharterschool.org Link opens new browser tab,No
19644690134858,Los Angeles,Duarte Unified,California School of the Arts - San Gabriel Valley,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19644690134858,student.services@sgv.csarts.net,Ms. Nicole Read Principal (657) 321-4000 Ext. 60005 administration@sgv.csarts.net,19 64469 0134858,Mercedes Ruiz (626) 599-5037 Request Data Update(s),Directly funded,1838,Melissa O'Neill Director of Finance (714) 560-0900 Ext. 6177 melissa.oneill@sgv.csarts.net,Traditional,Information Not Available,0601914,12,"May 23, 2025",9,No,"1401 Highland Ave. Duarte, CA 91010-2523",No,14083,"August 14, 2017",(657) 321-4000,Yes,"1401 Highland Ave. Duarte, CA 91010-2523 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.sgv.csarts.net Link opens new browser tab,No
19644690128736,Los Angeles,Duarte Unified,Opportunities for Learning - Duarte,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19644690128736,ofldleadership@oflschools.org,Ileana Kiriakos Superintendent (909) 531-3015 ileana@ofy.org,19 64469 0128736,Mercedes Ruiz (626) 599-5037 Request Data Update(s),Directly funded,1599,Andy Tsai Assistant Superintendent of Business Operations (626) 590-8573 andy@ofy.org,Traditional,Information Not Available,0601825,12,"August 22, 2025",K,No,"16023 Arrow Highway, Ste. C Irwindale, CA 91706",No,13697,"July 1, 2013",(626) 303-2113,Yes,"1202-1204 Huntington Dr. Duarte, CA 91010-2453 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Not Virtual,www.oflschools.org Link opens new browser tab,Yes
19644690139535,Los Angeles,Duarte Unified,"Options For Youth - Duarte, Inc",High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19644690139535,ofydleadership@ofy.org,Ileana Kiriakos Superintendent (909) 531-3015 ileana@ofy.org,19 64469 0139535,Mercedes Ruiz (626) 599-5037 Request Data Update(s),Directly funded,2060,Andy Tsai Assistant Superintendent of Business Operations (626) 590-8573 andy@ofy.org,Traditional,Information Not Available,0602502,12,"August 22, 2025",7,No,"16023 Arrow Highway Ste. C Irwindale, CA 91706",No,14438,"July 1, 2019",(626) 204-2500,Yes,"3130 East Colorado Blvd. Pasadena, CA 91107-2203 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.ofy.org Link opens new browser tab,Yes
19645841996305,Los Angeles,Gorman Joint,Gorman Learning Center,K-12 Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19645841996305,oduran@gormanlc.org,Olivia Duran Executive Director oduran@gormanlc.org,19 64584 1996305,Denise Saenz (661) 248-6441 Ext. 132 Request Data Update(s),Directly funded,0285,Olivia Duran Superintendent (909) 307-6312 oduran@gormanlc.org,Traditional,(909) 793-5964,0602117,12,"May 23, 2025",K,No,"1826 Orange Tree Ln. Redlands, CA 92374-2821",No,08502,"February 9, 2000",(909) 307-6312,Yes,"1826 Orange Tree Ln. Redlands, CA 92374-2821 Google Map Link opens new browser tab",K-12 Schools (Public),Link to School Profile,Primarily Classroom,www.gormanlc.org Link opens new browser tab,No
19645920100354,Los Angeles,Hawthorne,Hawthorne Math and Science Academy,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19645920100354,amatsumoto@hawthorne.k12.ca.us,Dr. Anakonia Matsumoto Principal amatsumoto@hawthorne.k12.ca.us,19 64592 0100354,Jennifer Annett (310) 676-2276 Request Data Update(s),Locally funded,0523,"Mara Pagniano Assistant Superintendent, Business Services (310) 676-2276 mpagniano@hawthorne.k12.ca.us",Traditional,(310) 973-8167,,12,"May 23, 2025",9,No,"4467 West Broadway Hawthorne, CA 90250-3819",No,11295,"August 26, 2003",(310) 973-8184,Yes,"4467 West Broadway Hawthorne, CA 90250-3819 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.hawthornemsa.org Link opens new browser tab,No
19646341996586,Los Angeles,Inglewood Unified,Animo Inglewood Charter High,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19646341996586,ing.cde@greendot.org,La Shawn Allen Principal (323) 565-2100 ing.cde@greendot.org,19 64634 1996586,Julio Morales (310) 419-2700 Ext. 2703 Request Data Update(s),Directly funded,0432,Michael Lopez Chief Financial Officer (323) 565-1600 ing.cde@greendot.org,Traditional,(310) 673-0510,0602471,12,"May 23, 2025",9,No,"1149 South Hill St., Ste. 600 Los Angeles, CA 90015",No,10538,"August 26, 2002",(323) 565-2100,Yes,"3425 West Manchester Blvd. Inglewood, CA 90305-2101 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,www.greendot.org/inglewood Link opens new browser tab,Yes
19646341996529,Los Angeles,Inglewood Unified,City Honors International Preparatory High,High Schools (Public),Public,Yes,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19646341996529,saba.araya@inglewoodusd.com,Dr. Saba Araya Principal (310) 680-4880 saba.araya@inglewoodusd.com,19 64634 1996529,Julio Morales (310) 419-2700 Ext. 2703 Request Data Update(s),Locally funded,2075,Raphael Guzman Chief Business Official (310) 419-2700 raphael.guzman@inglewoodusd.com,Traditional,(310) 680-5295,,12,"May 23, 2025",9,No,"120 West Regent St. Inglewood, CA 90301-1225",No,08716,"August 27, 2001",(310) 680-4880,Yes,"120 West Regent St. Inglewood, CA 90301-1225 Google Map Link opens new browser tab",High Schools (Public),Link to School Profile,Not Virtual,http://cityhonors.inglewoodusd.com/ Link opens new browser tab,No
