cds_code,website,email,domain,school_name,county,district
19101991996610,https://www.laleadership.org,nlopez@laleadership.org,www.laleadership.org,Los Angeles Leadership Academy,Los Angeles,Los Angeles County Office of Education
19101996119945,http://msal.magnoliapublicschools.org,bplonka@magnoliapublicschools.org,msal.magnoliapublicschools.org,Magnolia Science Academy,Los Angeles,Los Angeles County Office of Education
19101990115212,http://msa2.magnoliapublicschools.org,igavi@magnoliapublicschools.org,msa2.magnoliapublicschools.org,Magnolia Science Academy 2,Los Angeles,Los Angeles County Office of Education
19101990115030,http://msa3.magnoliapublicschools.org,erizzuto@magnoliapublicschools.org,msa3.magnoliapublicschools.org,Magnolia Science Academy 3,Los Angeles,Los Angeles County Office of Education
19101990137679,http://msa5.magnoliapublicschools.org/,msa5@magnoliapublicschools.org,msa5.magnoliapublicschools.org,Magnolia Science Academy 5,Los Angeles,Los Angeles County Office of Education
19101996116883,https://www.odysseycharterschool.org,carlosg@ocsmail.org,www.odysseycharterschool.org,Odyssey Charter,Los Angeles,Los Angeles County Office of Education
19101990137166,https://www.soleilacademy.org,bgutierrez@soleilacademy.org,www.soleilacademy.org,Soleil Academy Charter,Los Angeles,Los Angeles County Office of Education
19101990140962,http://seedschoolla.org,info@seedschoolla.org,seedschoolla.org,The SEED School of Los Angeles County,Los Angeles,Los Angeles County Office of Education
19101990135582,https://www.westbrookacademy.org,info@lapromisefund.org,www.westbrookacademy.org,Westbrook Academy,Los Angeles,Los Angeles County Office of Education
19647330120097,http://academiamoderna.org/,r.villalobos@altaps.org,academiamoderna.org,Academia Moderna,Los Angeles,Los Angeles Unified
19647336112536,https://www.accelerated.org/our-schools/tas/,lhilarides@accelerated.org,www.accelerated.org,Accelerated,Los Angeles,Los Angeles Unified
19647336061543,http://nobelms.com,dhorowit@lausd.net,nobelms.com,Alfred B. Nobel Charter Middle,Los Angeles,Los Angeles Unified
19647330121285,http://simontechnology.org,aoros@laalliance.org,simontechnology.org,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,Los Angeles Unified
19647330128058,http://crma12.org,dhall@laalliance.org,crma12.org,Alliance College-Ready Middle Academy 12,Los Angeles,Los Angeles Unified
19647330120030,http://crma4.org,jtsai@laalliance.org,crma4.org,Alliance College-Ready Middle Academy 4,Los Angeles,Los Angeles Unified
19647330128033,http://crma8.org,ymkim@laalliance.org,crma8.org,Alliance College-Ready Middle Academy 8,Los Angeles,Los Angeles Unified
19647330108936,http://collinsfamilyjaguars.org,rdelfino@laalliance.org,collinsfamilyjaguars.org,Alliance Collins Family College-Ready High,Los Angeles,Los Angeles Unified
19647330111500,http://mohanhs.org,mdeford@laalliance.org,mohanhs.org,Alliance Dr. Olga Mohan High,Los Angeles,Los Angeles Unified
19647330106864,http://gertzresslerhigh.org,gbraude@laalliance.org,gertzresslerhigh.org,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Los Angeles,Los Angeles Unified
19647330111518,http://skirballmiddle.org,jrichardson@laalliance.org,skirballmiddle.org,Alliance Jack H. Skirball Middle,Los Angeles,Los Angeles Unified
19647330108894,https://www.burtontech.org/,rsanchez@laalliance.org,www.burtontech.org,Alliance Judy Ivie Burton Technology Academy High,Los Angeles,Los Angeles Unified
19647330128041,https://www.koryhunterms.org,acarr@laalliance.org,www.koryhunterms.org,Alliance Kory Hunter Middle,Los Angeles,Los Angeles Unified
19647330117606,https://www.llesat.org,tdarkjian@laalliance.org,www.llesat.org,Alliance Leichtman-Levine Family Foundation Environmental Science High,Los Angeles,Los Angeles Unified
19647330111658,http://sternmass.org,velias@laalliance.org,sternmass.org,Alliance Marc & Eva Stern Math and Science,Los Angeles,Los Angeles Unified
19647330124941,http://bloomfieldhs.org,vsandoval@laalliance.org,bloomfieldhs.org,Alliance Margaret M. Bloomfield Technology Academy High,Los Angeles,Los Angeles Unified
19647330132084,https://www.alliancemit.org,jtiongco@laalliance.org,www.alliancemit.org,Alliance Marine - Innovation and Technology 6-12 Complex,Los Angeles,Los Angeles Unified
19647330116509,https://www.mckinziehs.org,rmenendez@laalliance.org,www.mckinziehs.org,Alliance Morgan McKinzie High,Los Angeles,Los Angeles Unified
19647330111641,http://ouchihs.org,dtramble@laalliance.org,ouchihs.org,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles,Los Angeles Unified
19647330111492,https://www.neuwirthleadership.org,cdagnino@laalliance.org,www.neuwirthleadership.org,Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles,Los Angeles Unified
19647330117598,https://www.pbshsa.org,cbostock@laalliance.org,www.pbshsa.org,Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles,Los Angeles Unified
19647330124891,http://luskinacademy.org,alozano@laalliance.org,luskinacademy.org,Alliance Renee and Meyer Luskin Academy High,Los Angeles,Los Angeles Unified
19647330123133,http://smidttech.org,cbostock@laalliance.org,smidttech.org,Alliance Susan and Eric Smidt Technology High,Los Angeles,Los Angeles Unified
19647330123141,https://www.tajimahigh.org,bkariuki@laalliance.org,www.tajimahigh.org,Alliance Ted K. Tajima High,Los Angeles,Los Angeles Unified
19647330128009,https://www.avrlacademy.org,tavila@laalliance.org,www.avrlacademy.org,Alliance Virgil Roberts Leadership Academy,Los Angeles,Los Angeles Unified
19647330132928,https://www.anawakalmekak.org,info@dignidad.org,www.anawakalmekak.org,Anahuacalmecac International University Preparatory of North America,Los Angeles,Los Angeles Unified
19647330123992,http://ca.greendot.org/ochoa,aeo.cde@greendot.org,ca.greendot.org,Animo Ellen Ochoa Charter Middle,Los Angeles,Los Angeles Unified
19647330121079,http://araratcharterschool.com,atate@araratcharterschool.com,araratcharterschool.com,Ararat Charter,Los Angeles,Los Angeles Unified
19647330123158,http://artsinactioncharter.org,kalinb@artsinactioncharter.org,artsinactioncharter.org,Arts In Action Community Charter,Los Angeles,Los Angeles Unified
19647330134205,https://www.artsinactioncharter.org,kalinb@artsinactioncharter.org,www.artsinactioncharter.org,Arts in Action Community Middle,Los Angeles,Los Angeles Unified
19647330126797,http://aspirepublicschools.org,data-contact@aspirepublicschools.org,aspirepublicschools.org,Aspire Centennial College Preparatory Academy,Los Angeles,Los Angeles Unified
19647336015986,http://beckfordcharter.lausd.org,eidy.hemmati@lausd.net,beckfordcharter.lausd.org,Beckford Charter for Enriched Studies,Los Angeles,Los Angeles Unified
19647330106872,http://bccs.ypics.org/,mrmgarcia@coronacharter.org,bccs.ypics.org,Bert Corona Charter,Los Angeles,Los Angeles Unified
19647330132126,http://bcchs.ypics.org,ykingberg@ypics.org,bcchs.ypics.org,Bert Corona Charter High,Los Angeles,Los Angeles Unified
19647331931047,http://birminghamcharter.com,a.bennett@birminghamcharter.com,birminghamcharter.com,Birmingham Community Charter High,Los Angeles,Los Angeles Unified
19647336016240,http://calabashacad.lausd.org,exg4456@lausd.net,calabashacad.lausd.org,Calabash Charter Academy,Los Angeles,Los Angeles Unified
19647330112235,http://calcreative.org,linda@calcreative.org,calcreative.org,California Creative Learning Academy,Los Angeles,Los Angeles Unified
19647336016265,http://calvertes.lausd.org,dhe8879@lausd.net,calvertes.lausd.org,Calvert Charter for Enriched Studies,Los Angeles,Los Angeles Unified
19647336117667,https://www.caminonuevo.org/apps/pages/index.jsp?urec_id=3531021&type=d&prec_id=2397841&tota11y=true,juliana.santos@caminonuevo.org,www.caminonuevo.org,Camino Nuevo Charter Academy,Los Angeles,Los Angeles Unified
19647336016323,http://canyoncharter.com,nicole.sheard@lausd.net,canyoncharter.com,Canyon Charter Elementary,Los Angeles,Los Angeles Unified
19647336016356,http://carpenteres.lausd.org,jmarti14@lausd.net,carpenteres.lausd.org,Carpenter Community Charter,Los Angeles,Los Angeles Unified
19647336071435,http://castlebaylanecharter.com,djp2520@lausd.net,castlebaylanecharter.com,Castlebay Lane Charter,Los Angeles,Los Angeles Unified
19647330101659,http://catchhighschool.com,info@catchhighschool.com,catchhighschool.com,"CATCH Prep Charter High, Inc.",Los Angeles,Los Angeles Unified
19647330115139,http://centeradvancedlearning.org,sbeltran@centeradvancedlearning.org,centeradvancedlearning.org,Center for Advanced Learning,Los Angeles,Los Angeles Unified
19647330100800,https://www.ccvhs.valueschools.com,jarroyo@valueschools.com,www.ccvhs.valueschools.com,Central City Value,Los Angeles,Los Angeles Unified
19647330108878,http://champscharter.org,jsanagustin@champscharter.org,champscharter.org,CHAMPS - Charter HS of Arts-Multimedia & Performing,Los Angeles,Los Angeles Unified
19647331931708,http://chatsworthhs.org,dsm1828@lausd.net,chatsworthhs.org,Chatsworth Charter High,Los Angeles,Los Angeles Unified
19647336119531,http://chimeinstitute.org,chealey@chimecharter.com,chimeinstitute.org,CHIME Institute's Schwarzenegger Community,Los Angeles,Los Angeles Unified
19647330140749,http://cwceastvalley.org/,data@cwclosangeles.org,cwceastvalley.org,Citizens of the World Charter School East Valley,Los Angeles,Los Angeles Unified
19647330122556,http://cwchollywood.org,kclerx@cwchollywood.org,cwchollywood.org,Citizens of the World Charter School Hollywood,Los Angeles,Los Angeles Unified
19647330126193,https://www.cwcmarvista.org,jake.tamte@cwcmarvista.org,www.cwcmarvista.org,Citizens of the World Charter School Mar Vista,Los Angeles,Los Angeles Unified
19647330126177,http://cwcsilverlake.org,emily.beecher@cwcsilverlake.org,cwcsilverlake.org,Citizens of the World Charter School Silver Lake,Los Angeles,Los Angeles Unified
19647330139832,https://www.cwcwestvalley.org/,enrollment-westvalley@cwclosangeles.org,www.cwcwestvalley.org,Citizens of the World Charter School West Valley,Los Angeles,Los Angeles Unified
19647330127886,http://clic.citycharterschools.org,rheneise@newlosangeles.org,clic.citycharterschools.org,City Language Immersion Charter,Los Angeles,Los Angeles Unified
19647336016562,http://colfaxcharteres.lausd.org,eag7545@lausd.net,colfaxcharteres.lausd.org,Colfax Charter Elementary,Los Angeles,Los Angeles Unified
19647330131821,https://www.collegiatecharterhighschooloflosangeles.org,nataliemejia@equitasacademy.org,www.collegiatecharterhighschooloflosangeles.org,Collegiate Charter High School of Los Angeles,Los Angeles,Los Angeles Unified
19647336094726,http://communitymagnetces.lausd.org,trk2932@lausd.net,communitymagnetces.lausd.org,Community Magnet Charter Elementary,Los Angeles,Los Angeles Unified
19647330121848,http://crownprep.org,tstafford@stem-prep.org,crownprep.org,Crown Preparatory Academy,Los Angeles,Los Angeles Unified
19647336016729,http://dearbornelem.com,gxf5379@lausd.net,dearbornelem.com,Dearborn Elementary Charter Academy,Los Angeles,Los Angeles Unified
19647330115253,http://discoveryprep.org,ksmith@discoveryprep.org,discoveryprep.org,Discovery Charter Preparatory #2,Los Angeles,Los Angeles Unified
19647336016778,http://dixiecanyones.lausd.org,kevin.kassebaum@lausd.net,dixiecanyones.lausd.org,Dixie Canyon Community Charter,Los Angeles,Los Angeles Unified
19647336119903,https://www.dvs.valueschools.com,ajason@valueschools.com,www.dvs.valueschools.com,Downtown Value,Los Angeles,Los Angeles Unified
19647330102491,http://alexanderes.lausd.org,vsanch7@lausd.net,alexanderes.lausd.org,Dr. Theodore T. Alexander Jr. Science Center,Los Angeles,Los Angeles Unified
19647330135723,https://www.ednovate.org/brio,jcho@ednovate.org,www.ednovate.org,Ednovate - Brio College Prep,Los Angeles,Los Angeles Unified
19647330132282,http://ednovate.org/east,amartinez@usceastcollegeprep.org,ednovate.org,Ednovate - East College Prep,Los Angeles,Los Angeles Unified
19647331932623,http://ecrchs.net,d.hussey@ecrchs.net,ecrchs.net,El Camino Real Charter High,Los Angeles,Los Angeles Unified
19647336016869,http://elorowaycharteres.lausd.org,soojoon.choi@lausd.net,elorowaycharteres.lausd.org,El Oro Way Charter for Enriched Studies,Los Angeles,Los Angeles Unified
19647330140004,https://www.elrioschool.org,friendsofelrio@gmail.com,www.elrioschool.org,El Rio Community,Los Angeles,Los Angeles Unified
19647336057988,http://emersoncc.lausd.org,lauren.mcnally@lausd.net,emersoncc.lausd.org,Emerson Community Charter,Los Angeles,Los Angeles Unified
19647330117036,http://enadiaway.org,haj7773@lausd.net,enadiaway.org,Enadia Way Technology Charter,Los Angeles,Los Angeles Unified
19647336016935,http://encinoces.lausd.org,adb1194@lausd.net,encinoces.lausd.org,Encino Charter Elementary,Los Angeles,Los Angeles Unified
19647330126169,http://equitasacademy.org,sroditti@equitasacademy.org,equitasacademy.org,Equitas Academy #2,Los Angeles,Los Angeles Unified
19647330129650,http://eq3.equitasacademy.org,sroditti@equitasacademy.org,eq3.equitasacademy.org,Equitas Academy #3 Charter,Los Angeles,Los Angeles Unified
19647330133686,http://eq4.equitasacademy.org,sroditti@equitasacademy.org,eq4.equitasacademy.org,Equitas Academy 4,Los Angeles,Los Angeles Unified
19647330139121,http://eq5.equitasacademy.org,sroditti@equitasacademy.org,eq5.equitasacademy.org,Equitas Academy 5,Los Angeles,Los Angeles Unified
19647330138883,http://eq6.equitasacademy.org,elinick@equitasacademy.org,eq6.equitasacademy.org,Equitas Academy 6,Los Angeles,Los Angeles Unified
19647330119982,http://eq.equitasacademy.org,sroditti@equitasacademy.org,eq.equitasacademy.org,Equitas Academy Charter,Los Angeles,Los Angeles Unified
19647330129858,https://www.evs.valueschools.com,mcornejo@valueschools.com,www.evs.valueschools.com,Everest Value,Los Angeles,Los Angeles Unified
19647330124198,http://exteraschools.org,msalas@exteraschools.org,exteraschools.org,Extera Public,Los Angeles,Los Angeles Unified
19647336017016,http://facs.fentoncharter.net,mcastaneda@fentoncharter.net,facs.fentoncharter.net,Fenton Avenue Charter,Los Angeles,Los Angeles Unified
19647330131722,http://fcla.fentoncharter.net,isumida@fentoncharter.net,fcla.fentoncharter.net,Fenton Charter Leadership Academy,Los Angeles,Los Angeles Unified
19647330115048,https://www.fpc.fentoncharter.net,rparra@fentoncharter.net,www.fpc.fentoncharter.net,Fenton Primary Center,Los Angeles,Los Angeles Unified
19647330131466,http://stem.fentoncharter.net/,isumida@fentoncharter.net,stem.fentoncharter.net,Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics,Los Angeles,Los Angeles Unified
19647330108886,https://www.gabriellacharterschools.org,info@gabri.org,www.gabriellacharterschools.org,Gabriella Charter,Los Angeles,Los Angeles Unified
19647336061584,https://www.lausd.k12.ca.us/portola_ms,jtapia1@lausd.net,www.lausd.k12.ca.us,Gaspar De Portola Charter Middle,Los Angeles,Los Angeles Unified
19647336061477,http://halecharteracademy.com,hjs1725@lausd.net,halecharteracademy.com,George Ellery Hale Charter Academy,Los Angeles,Los Angeles Unified
19647330133710,https://www.galsla.org,eyounan@galsla.org,www.galsla.org,Girls Athletic Leadership School Los Angeles,Los Angeles,Los Angeles Unified
19647330114967,https://www.geaschool.com,rcarranza@geaschool.com,www.geaschool.com,Global Education Academy,Los Angeles,Los Angeles Unified
19647330117978,http://goethecharterschool.org,r.khan@goethecharterschool.org,goethecharterschool.org,Goethe International Charter,Los Angeles,Los Angeles Unified
19647331933746,https://www.ghctk12.com,bbauer@ghctk12.com,www.ghctk12.com,Granada Hills Charter,Los Angeles,Los Angeles Unified
19647331931864,http://clevelandhs.org,cindy.duong@lausd.net,clevelandhs.org,Grover Cleveland Charter High,Los Angeles,Los Angeles Unified
19647336017438,http://hamlincharter.org,mdm0139@lausd.net,hamlincharter.org,Hamlin Charter Academy,Los Angeles,Los Angeles Unified
19647336017529,http://haynesces.lausd.org,bmeade@lausd.net,haynesces.lausd.org,Haynes Charter for Enriched Studies,Los Angeles,Los Angeles Unified
19647330112060,http://hesbyoaks.com,mxt1425@lausd.net,hesbyoaks.com,Hesby Oaks Leadership Charter,Los Angeles,Los Angeles Unified
19647330100677,http://ht-la.org,ms.molina@ht-la.org,ht-la.org,High Tech LA,Los Angeles,Los Angeles Unified
19647330137471,https://www.htla-ms.org,ms.garber@ht-la.org,www.htla-ms.org,High Tech LA Middle,Los Angeles,Los Angeles Unified
19647330117952,https://www.icefps.org,iila.cde@icefps.org,www.icefps.org,ICEF Innovation Los Angeles Charter,Los Angeles,Los Angeles Unified
19647330121137,http://ingeniumcharter.org/ics,superintendent@ingeniumschools.org,ingeniumcharter.org,Ingenium Charter,Los Angeles,Los Angeles Unified
19647330127985,http://ingeniumcharterms.org/icms,superintendent@ingeniumschools.org,ingeniumcharterms.org,Ingenium Charter Middle,Los Angeles,Los Angeles Unified
19647330140111,https://www.invictusla.com,dr.d@invictusla.com,www.invictusla.com,Invictus Leadership Academy,Los Angeles,Los Angeles Unified
19647330106351,https://www.iaecs.org,vsteinman@iaecs.org,www.iaecs.org,Ivy Academia,Los Angeles,Los Angeles Unified
19647330109884,http://jamesjordanms.com,lara@jamesjordanms.com,jamesjordanms.com,James Jordan Middle,Los Angeles,Los Angeles Unified
19647336017693,http://justicestacademyes.lausd.org,clh2104@lausd.net,justicestacademyes.lausd.org,Justice Street Academy Charter,Los Angeles,Los Angeles Unified
19647336017701,http://kentercanyones.lausd.org,irina.sugar@lausd.net,kentercanyones.lausd.org,Kenter Canyon Elementary Charter,Los Angeles,Los Angeles Unified
19647336017743,http://knollwoodacad.lausd.org,chp1562@lausd.net,knollwoodacad.lausd.org,Knollwood Preparatory Academy,Los Angeles,Los Angeles Unified
19647330108928,http://larchmontcharter.org,info@larchmontcharter.org,larchmontcharter.org,Larchmont Charter,Los Angeles,Los Angeles Unified
19647330137513,https://www.learningbydesignschools.org,info@learningbydesignschools.org,www.learningbydesignschools.org,Learning by Design Charter,Los Angeles,Los Angeles Unified
19647330131904,http://libertascollegeprep.org,dmaguire@libertascollegeprep.org,libertascollegeprep.org,Libertas College Preparatory Charter,Los Angeles,Los Angeles Unified
19647336017891,http://lockhurstes.lausd.org,krb2221@lausd.net,lockhurstes.lausd.org,Lockhurst Drive Charter Elementary,Los Angeles,Los Angeles Unified
19647330110304,http://laaae.org,amacias@laaae.org,laaae.org,Los Angeles Academy of Arts and Enterprise,Los Angeles,Los Angeles Unified
19647330124818,http://laleadership.org,nlopez@laleadership.org,laleadership.org,Los Angeles Leadership Primary Academy,Los Angeles,Los Angeles Unified
19647336058150,http://louisarmstrongms.org,ldp9028@lausd.net,louisarmstrongms.org,Louis Armstrong Middle,Los Angeles,Los Angeles Unified
19647330117622,http://msa4.magnoliapublicschools.org,jtheis@magnoliapublicschools.org,msa4.magnoliapublicschools.org,Magnolia Science Academy 4,Los Angeles,Los Angeles Unified
19647330117648,https://www.msa6.magnoliapublicschools.org,jchoe@magnoliapublicschools.org,www.msa6.magnoliapublicschools.org,Magnolia Science Academy 6,Los Angeles,Los Angeles Unified
19647330117655,http://msa7.magnoliapublicschools.org,mavsar@magnoliapublicschools.org,msa7.magnoliapublicschools.org,Magnolia Science Academy 7,Los Angeles,Los Angeles Unified
19647330122747,http://msa8.magnoliapublicschools.org,auribe@magnoliapublicschools.org,msa8.magnoliapublicschools.org,Magnolia Science Academy Bell,Los Angeles,Los Angeles Unified
19647336018063,http://marquezres.lausd.org,eat3303@lausd.net,marquezres.lausd.org,Marquez Charter,Los Angeles,Los Angeles Unified
19647330126136,http://mscollegeprep.org,bavancena@stem-prep.org,mscollegeprep.org,Math and Science College Preparatory,Los Angeles,Los Angeles Unified
19647330137562,https://www.matrix4success.org,rbrooks@matrix4success.org,www.matrix4success.org,Matrix for Success Academy,Los Angeles,Los Angeles Unified
19647330114959,http://morcs.ypics.org/,mrzepeda@romerocharter.org,morcs.ypics.org,Monsenor Oscar Romero Charter Middle,Los Angeles,Los Angeles Unified
19647336018204,http://montaguecharter.org,j.salas@montaguecharter.org,montaguecharter.org,Montague Charter Academy,Los Angeles,Los Angeles Unified
19647336119044,http://mlccharter.org,gayle@mlccharter.org,mlccharter.org,Multicultural Learning Center,Los Angeles,Los Angeles Unified
19647330102483,http://newacademycanoga.com,nlemasurier@nacpdolphins.org,newacademycanoga.com,N.E.W. Academy Canoga Park,Los Angeles,Los Angeles Unified
19647330100289,http://newnasa.org,jackson@newnasa.org,newnasa.org,N.E.W. Academy of Science and Arts,Los Angeles,Los Angeles Unified
19647336018287,http://nestleavecharter.com,jxd5498@lausd.net,nestleavecharter.com,Nestle Avenue Charter,Los Angeles,Los Angeles Unified
19647330102541,https://www.newdesignscharter.com,stephen.gyesaw@newdesignscharter.net,www.newdesignscharter.com,New Designs Charter,Los Angeles,Los Angeles Unified
19647330120071,http://wattsschool.newdesignscharter.com/,devon.jackson@newdesignscharter.net,wattsschool.newdesignscharter.com,New Designs Charter School-Watts,Los Angeles,Los Angeles Unified
19647330111211,http://newheightscharter.org,aberfield@newheightscharter.org,newheightscharter.org,New Heights Charter,Los Angeles,Los Angeles Unified
19647330128371,http://nhcharteracademy.com,rthomas@nhcharteracademy.com,nhcharteracademy.com,New Horizons Charter Academy,Los Angeles,Los Angeles Unified
19647330117614,https://www.newlosangeles.org/,twright@newlosangeles.org,www.newlosangeles.org,New Los Angeles Charter,Los Angeles,Los Angeles Unified
19647330117911,http://newmillenniumschool.org,drice@newmillenniumschool.org,newmillenniumschool.org,New Millennium Secondary,Los Angeles,Los Angeles Unified
19647330111484,http://newvillagegirlsacademy.org,j.quinones@newvillagegirlsacademy.org,newvillagegirlsacademy.org,New Village Girls Academy,Los Angeles,Los Angeles Unified
19647336120158,https://www.newwestcharter.org,sweir@newwestcharter.org,www.newwestcharter.org,New West Charter,Los Angeles,Los Angeles Unified
19647330102335,http://oceancs.org,mskristy@oceancs.org,oceancs.org,Ocean Charter,Los Angeles,Los Angeles Unified
19647336097927,https://www.opencharter.org,arc3329@lausd.net,www.opencharter.org,Open Charter Magnet,Los Angeles,Los Angeles Unified
19647330109934,http://ourcommunityschool.org,carey.b@ourcommunityschool.org,ourcommunityschool.org,Our Community,Los Angeles,Los Angeles Unified
19647336018642,http://pacoimacharter.org,sylvia.fajardo@pacoimacharter.org,pacoimacharter.org,Pacoima Charter Elementary,Los Angeles,Los Angeles Unified
19647336018634,http://palielementary.org,juliet.herman@lausd.net,palielementary.org,Palisades Charter Elementary,Los Angeles,Los Angeles Unified
19647331995836,http://palihigh.org,pmagee@palihigh.org,palihigh.org,Palisades Charter High,Los Angeles,Los Angeles Unified
19647336120489,http://paralosninos.org/charter-elementary-school/,gcardenas@paralosninos.org,paralosninos.org,Para Los Niños Charter,Los Angeles,Los Angeles Unified
19647336058267,https://www.paulreverems.com,santho4@lausd.net,www.paulreverems.com,Paul Revere Charter Middle,Los Angeles,Los Angeles Unified
19647336018725,http://plainview.lausd.org,jmm3021@lausd.net,plainview.lausd.org,Plainview Academic Charter Academy,Los Angeles,Los Angeles Unified
19647336018774,http://pomelocharteres.lausd.org,jgreenbe@lausd.net,pomelocharteres.lausd.org,Pomelo Community Charter,Los Angeles,Los Angeles Unified
19647330107755,http://polahs.net,tdikdan@polahs.net,polahs.net,Port of Los Angeles High,Los Angeles,Los Angeles Unified
19647330127936,https://www.prepatecmiddleschool.org,m.newell@altaps.org,www.prepatecmiddleschool.org,PREPA TEC - Los Angeles,Los Angeles,Los Angeles Unified
19647330133298,https://www.puccalsechs.org,c.rivas@pucschools.org,www.puccalsechs.org,PUC CALS Middle School and Early College High,Los Angeles,Los Angeles Unified
19647330129619,https://www.pucschools.org/cces/,c.rivas@pucschools.org,www.pucschools.org,PUC Community Charter Elementary,Los Angeles,Los Angeles Unified
19647336120471,http://puente.org,brenda@puente.org,puente.org,Puente Charter,Los Angeles,Los Angeles Unified
19647330101683,https://www.renarts.org,office@renarts.org,www.renarts.org,Renaissance Arts Academy,Los Angeles,Los Angeles Unified
19647331937226,https://www.resedahs.net,resedacharterhs@gmail.com,www.resedahs.net,Reseda Charter High,Los Angeles,Los Angeles Unified
19647330136994,https://www.brightstarschools.org/rkes,info@brightstarschools.org,www.brightstarschools.org,Rise Kohyang Elementary,Los Angeles,Los Angeles Unified
19647330133868,http://brightstarschools.org/rkhs,mkaplan@brightstarschool.org,brightstarschools.org,Rise Kohyang High,Los Angeles,Los Angeles Unified
19647336018923,http://riversidedrivecharter.org,nmr6759@lausd.net,riversidedrivecharter.org,Riverside Drive Charter,Los Angeles,Los Angeles Unified
19647336019079,http://smbccs.fentoncharter.net,wgomez@fentoncharter.net,smbccs.fentoncharter.net,Santa Monica Boulevard Community Charter,Los Angeles,Los Angeles Unified
19647330139097,http://southbay.scholarshipschools.org,info@scholarshipschools.org,southbay.scholarshipschools.org,Scholarship Prep - South Bay,Los Angeles,Los Angeles Unified
19647336019111,http://serraniaavees.lausd.org,axb0402@lausd.net,serraniaavees.lausd.org,Serrania Avenue Charter for Enriched Studies,Los Angeles,Los Angeles Unified
19647336019186,http://shermanoakselementarycharter.com,com8016@lausd.net,shermanoakselementarycharter.com,Sherman Oaks Elementary Charter,Los Angeles,Los Angeles Unified
19647330136986,https://www.stemprepelementary.org,info@stem-prep.org,www.stemprepelementary.org,STEM Preparatory Elementary,Los Angeles,Los Angeles Unified
19647336019392,http://superiores.lausd.org,alejandra.ayala@lausd.net,superiores.lausd.org,Superior Street Elementary,Los Angeles,Los Angeles Unified
19647331938554,http://sylmarhs.org,james.lee@lausd.net,sylmarhs.org,Sylmar Charter High,Los Angeles,Los Angeles Unified
19647330106427,https://www.synergycharteracademy.org,jmulligan@wearesynergy.org,www.synergycharteracademy.org,Synergy Charter Academy,Los Angeles,Los Angeles Unified
19647330117895,https://www.synergykineticacademy.org,mraffanti@wearesynergy.org,www.synergykineticacademy.org,Synergy Kinetic Academy,Los Angeles,Los Angeles Unified
19647330124560,https://www.synergyquantumacademy.org,jknight@wearesynergy.org,www.synergyquantumacademy.org,Synergy Quantum Academy,Los Angeles,Los Angeles Unified
19647330122242,https://www.teachps.org/teach-academy-of-technologies,jdeweerd@teachps.org,www.teachps.org,TEACH Academy of Technologies,Los Angeles,Los Angeles Unified
19647336019525,https://www.topangaelementary.org,nancy.farish@lausd.net,www.topangaelementary.org,Topanga Elementary Charter,Los Angeles,Los Angeles Unified
19647336019533,http://topekacharter.lausd.org,kxs4517@lausd.net,topekacharter.lausd.org,Topeka Charter School for Advanced Studies,Los Angeles,Los Angeles Unified
19647331938885,http://universityhs.lausd.org,cvr6481@lausd.net,universityhs.lausd.org,University High School Charter,Los Angeles,Los Angeles Unified
19647330132027,https://www.upvhs.valueschools.com,rpoyer@valueschools.com,www.upvhs.valueschools.com,University Preparatory Value High,Los Angeles,Los Angeles Unified
19647330122754,https://www.valleycharterschool.org,pbanks@valleycharterschool.org,www.valleycharterschool.org,Valley Charter Elementary,Los Angeles,Los Angeles Unified
19647330137612,https://www.viphs.org,info@viphs.org,www.viphs.org,Valley International Preparatory High,Los Angeles,Los Angeles Unified
19647336019673,http://vangoghcharter.lausd.org,lrs0201@lausd.net,vangoghcharter.lausd.org,Van Gogh Charter,Los Angeles,Los Angeles Unified
19647336019715,http://myvaughncharter.com,framirez@myvaughncharter.com,myvaughncharter.com,Vaughn Next Century Learning Center,Los Angeles,Los Angeles Unified
19647330129866,http://villagecharteracademy.com,k.kletter@villagecharteracademy.com,villagecharteracademy.com,Village Charter Academy,Los Angeles,Los Angeles Unified
19647330122739,http://vistacharterms.org,dsommer@vistacharterps.org,vistacharterms.org,Vista Charter Middle,Los Angeles,Los Angeles Unified
19647330139089,https://www.vistahorizonglobal.org,dwilson@vistacharterps.org,www.vistahorizonglobal.org,Vista Horizon Global Academy,Los Angeles,Los Angeles Unified
19647330137521,https://www.voxcollegiate.org,info@voxcollegiate.org,www.voxcollegiate.org,Vox Collegiate of Los Angeles,Los Angeles,Los Angeles Unified
19647336114912,https://www.wlces.org/,dhubbard@wattslc.org,www.wlces.org,Watts Learning Center,Los Angeles,Los Angeles Unified
19647330120527,https://www.wlccms.org/,dwashington@wlccms.org,www.wlccms.org,Watts Learning Center Charter Middle,Los Angeles,Los Angeles Unified
19647336019855,http://welbywayces.lausd.org,sfritzen@lausd.net,welbywayces.lausd.org,Welby Way Charter Elementary School And Gifted-High Ability Magnet,Los Angeles,Los Angeles Unified
